ngram,freq,cumshare
quedaba,1043839,0.694
puedan,1043244,0.694
consumo,1043193,0.694
corriente,1043062,0.694
silla,1042898,0.694
intervención,1042530,0.694
cuánto,1042004,0.695
crítica,1041818,0.695
consciente,1040747,0.695
podrían,1038806,0.695
alcanzar,1038231,0.695
competencia,1038222,0.695
amiga,1037256,0.695
compañeros,1037146,0.695
temas,1036653,0.695
estudiantes,1036485,0.695
vuelto,1036278,0.695
entorno,1035615,0.695
altura,1035485,0.695
informe,1034797,0.695
septiembre,1032959,0.696
decidió,1031299,0.696
negocio,1031171,0.696
metros,1031158,0.696
rojo,1029722,0.696
acaso,1029450,0.696
cerebro,1027840,0.696
tío,1027232,0.696
curso,1026365,0.696
vale,1024560,0.696
aprender,1024424,0.696
venido,1024212,0.696
costa,1023864,0.696
hotel,1023014,0.696
encontrado,1022891,0.697
actos,1022247,0.697
clave,1021232,0.697
puertas,1018972,0.697
creía,1018706,0.697
comercio,1016871,0.697
caballo,1016150,0.697
pensé,1016066,0.697
técnicas,1016016,0.697
gusto,1015982,0.697
sabemos,1014686,0.697
fiesta,1012566,0.697
crees,1012085,0.697
conocía,1011998,0.697
ciudades,1010349,0.698
consecuencias,1010306,0.698
ven,1010112,0.698
filosofía,1009690,0.698
llena,1009255,0.698
dientes,1009156,0.698
respeto,1008973,0.698
secreto,1008902,0.698
morir,1008189,0.698
oír,1007836,0.698
inglés,1007353,0.698
clientes,1006015,0.698
primeras,1004510,0.698
españoles,1004508,0.698
soldados,1003240,0.699
materiales,1002237,0.699
documentos,1001404,0.699
programas,1000184,0.699
fuentes,999840,0.699
ciento,999804,0.699
for,999379,0.699
flores,999073,0.699
carga,997893,0.699
conducta,997489,0.699
profesionales,997455,0.699
empezar,996968,0.699
torno,996884,0.699
sonido,996446,0.699
sentado,994025,0.700
tratar,993261,0.700
influencia,993248,0.700
caja,992777,0.700
piso,992773,0.700
llamó,991775,0.700
hablaba,991234,0.700
venir,991176,0.700
recibir,990829,0.700
públicas,990018,0.700
teniendo,989733,0.700
supongo,989093,0.700
públicos,988403,0.700
popular,987514,0.700
página,987389,0.700
grave,986830,0.701
familias,985629,0.701
diseño,985363,0.701
cuándo,985334,0.701
alumnos,984528,0.701
ministerio,984363,0.701
inmediatamente,984200,0.701
verde,983229,0.701
ayudar,982193,0.701
animal,982068,0.701
consiste,981905,0.701
prácticas,981108,0.701
buscando,980865,0.701
empleo,980740,0.701
evolución,979835,0.702
oficina,978885,0.702
elemento,978851,0.702
exactamente,978783,0.702
trabajos,975378,0.702
escena,975316,0.702
llamar,973351,0.702
cuentas,972897,0.702
considera,970146,0.702
pocas,969683,0.702
felicidad,969188,0.702
pasaba,967866,0.702
disposición,967119,0.702
sorpresa,966970,0.702
ruido,965272,0.702
isla,965071,0.703
alimentos,964613,0.703
hombro,963208,0.703
abrir,962853,0.703
diferencias,962533,0.703
distribución,962361,0.703
supone,961434,0.703
batalla,961101,0.703
cámara,961051,0.703
doble,960271,0.703
artículos,955632,0.703
resistencia,954772,0.703
significado,954771,0.703
plaza,954657,0.703
respuestas,954390,0.703
mía,954199,0.704
ustedes,954141,0.704
Londres,952536,0.704
nación,951819,0.704
cumplir,951205,0.704
añadió,950200,0.704
salón,949882,0.704
febrero,947911,0.704
ojo,947382,0.704
seguramente,945917,0.704
visita,944683,0.704
detuvo,943779,0.704
volumen,942797,0.704
original,940926,0.704
tierras,940397,0.704
cree,940136,0.705
asimismo,939436,0.705
espero,938815,0.705
tercera,937505,0.705
agosto,937279,0.705
ausencia,936710,0.705
fase,935627,0.705
llevado,935211,0.705
lleno,934931,0.705
conoce,934323,0.705
posibles,932497,0.705
sacó,932333,0.705
estaría,931037,0.705
novela,929613,0.705
sección,928975,0.705
beso,927750,0.705
recién,925790,0.706
documento,925359,0.706
profundo,921828,0.706
cliente,921697,0.706
vivo,920991,0.706
tantas,920440,0.706
máximo,920350,0.706
búsqueda,919743,0.706
posibilidades,919284,0.706
estrategia,919193,0.706
hacían,918404,0.706
tantos,917093,0.706
pasando,915789,0.706
representación,915605,0.706
editorial,915429,0.706
oscuridad,915154,0.707
breve,915095,0.707
hacerse,914845,0.707
ganas,913871,0.707
apartado,913804,0.707
resolución,912996,0.707
ofrece,912377,0.707
asuntos,912233,0.707
gritó,911692,0.707
conforme,911525,0.707
conflicto,910249,0.707
pidió,910203,0.707
células,909998,0.707
abierta,909009,0.707
colegio,908973,0.707
dirigió,908704,0.707
periodo,908484,0.708
calles,907971,0.708
tuviera,907887,0.708
misión,907747,0.708
dejando,907108,0.708
baño,907086,0.708
líneas,907035,0.708
zonas,906777,0.708
pequeñas,906526,0.708
nombres,905611,0.708
siente,905550,0.708
verdadera,905378,0.708
piensa,905206,0.708
enfermedades,904126,0.708
interpretación,903128,0.708
exclamó,902526,0.708
teatro,901448,0.709
tuve,901358,0.709
reglas,900128,0.709
límites,899102,0.709
opción,898878,0.709
gustaría,898843,0.709
lograr,898662,0.709
proyectos,897790,0.709
suya,897637,0.709
cuerpos,895959,0.709
echó,895560,0.709
hogar,895232,0.709
suyo,894834,0.709
cartas,894717,0.709
absoluto,894525,0.709
únicamente,894490,0.710
plano,893156,0.710
noches,893071,0.710
tendrá,892183,0.710
cruz,891958,0.710
registro,890743,0.710
negocios,890173,0.710
internet,889704,0.710
locales,889461,0.710
quiso,889086,0.710
colores,889013,0.710
señal,888353,0.710
sombra,888211,0.710
llegaron,888140,0.710
reconocimiento,888092,0.710
reconocer,887623,0.710
tensión,887622,0.710
propuesta,887588,0.711
pan,886007,0.711
recuerda,885533,0.711
belleza,884369,0.711
reina,883544,0.711
gracia,883203,0.711
tratado,881849,0.711
extremo,881719,0.711
textos,881570,0.711
pagar,881332,0.711
individuo,880918,0.711
planes,880386,0.711
religión,880046,0.711
tradición,879485,0.711
ciudadanos,879087,0.711
árboles,878122,0.711
darse,877974,0.712
sexual,876961,0.712
puerto,876633,0.712
intento,876379,0.712
necesito,875622,0.712
fueran,875524,0.712
reunión,874407,0.712
década,874365,0.712
noticia,874317,0.712
departamento,874169,0.712
vosotros,874030,0.712
miles,873254,0.712
directa,872726,0.712
sueños,871704,0.712
pago,870865,0.712
habitual,870264,0.712
comunidades,869909,0.713
requiere,868070,0.713
constante,868066,0.713
perro,867355,0.713
mejorar,866856,0.713
siglos,866687,0.713
elección,866218,0.713
autoridades,866173,0.713
mínimo,866161,0.713
hice,865167,0.713
abierto,865111,0.713
convertido,865102,0.713
noticias,865026,0.713
perfectamente,864025,0.713
frase,863555,0.713
operaciones,863250,0.713
cabe,862320,0.713
impresión,861311,0.714
suelen,861274,0.714
laboral,860952,0.714
juez,860514,0.714
operación,860410,0.714
deberá,859928,0.714
príncipe,859545,0.714
enseñanza,859034,0.714
familiares,858346,0.714
responsable,858014,0.714
decirle,856671,0.714
definición,855567,0.714
emociones,855166,0.714
verano,854695,0.714
vive,853892,0.714
dejaba,853778,0.714
considerar,853388,0.715
argentina,851061,0.715
necesaria,850204,0.715
usar,850166,0.715
aguas,849964,0.715
honor,849805,0.715
señorita,849225,0.715
páginas,849166,0.715
pienso,848123,0.715
marca,847999,0.715
cincuenta,847947,0.715
tercer,847767,0.715
posterior,847322,0.715
plata,846483,0.715
prensa,846418,0.715
interesante,845983,0.715
ingresos,845956,0.715
cerró,845901,0.716
individuos,845150,0.716
jardín,844129,0.716
finales,844070,0.716
físico,843518,0.716
gustaba,843320,0.716
oscuro,842753,0.716
detalles,842233,0.716
aceptar,842091,0.716
claramente,841325,0.716
terreno,840403,0.716
ocurrido,840184,0.716
haría,839545,0.716
motivos,839513,0.716
vacío,836426,0.716
asiento,835619,0.716
similar,835313,0.716
sentimiento,834202,0.717
enemigo,834066,0.717
pese,832947,0.717
inteligencia,832318,0.717
versión,832290,0.717
debo,831216,0.717
centros,830383,0.717
paredes,829816,0.717
ciertas,829803,0.717
congreso,829138,0.717
hojas,828351,0.717
causas,827905,0.717
muertos,827116,0.717
desarrollar,826788,0.717
generación,826601,0.717
victoria,826575,0.717
negra,825853,0.717
parecido,825218,0.718
francés,825027,0.718
fines,824954,0.718
continuó,824129,0.718
representa,823916,0.718
televisión,823902,0.718
enseguida,823848,0.718
universo,823719,0.718
declaración,823280,0.718
ciertos,821841,0.718
terminar,821488,0.718
indica,821309,0.718
ángel,821263,0.718
vidas,821114,0.718
vieja,820894,0.718
reacción,820851,0.718
actuar,818876,0.718
naturales,818817,0.718
reforma,817293,0.719
organizaciones,817142,0.719
lentamente,817114,0.719
acababa,816851,0.719
responder,816266,0.719
criterios,816045,0.719
antigua,816041,0.719
experiencias,815185,0.719
sucede,815067,0.719
tomado,815060,0.719
mental,814914,0.719
observar,814307,0.719
miembro,814031,0.719
completa,813760,0.719
demanda,813348,0.719
intentó,813127,0.719
dedo,813042,0.719
etapa,812755,0.720
quisiera,812454,0.720
cuestiones,812293,0.720
implica,811746,0.720
triste,811620,0.720
judicial,810910,0.720
doce,809111,0.720
inicio,808435,0.720
pensado,808373,0.720
funcionamiento,808030,0.720
realiza,807623,0.720
probable,807308,0.720
corresponde,807087,0.720
tienda,804903,0.720
planta,804395,0.720
beneficios,804202,0.720
independencia,803890,0.720
sentó,803553,0.720
reales,803432,0.721
inversión,802286,0.721
conocimientos,801786,0.721
apareció,801690,0.721
ejecución,801572,0.721
masa,801317,0.721
palacio,801260,0.721
inicial,801082,0.721
tareas,800855,0.721
preciso,800465,0.721
intentando,799499,0.721
bebé,799462,0.721
índice,798284,0.721
pasión,797255,0.721
reyes,796976,0.721
sentencia,796802,0.721
llegada,796617,0.721
establece,796484,0.721
correr,795543,0.722
pude,794879,0.722
parecían,794647,0.722
legal,794408,0.722
decreto,793962,0.722
dificultades,793624,0.722
constituye,793150,0.722
venta,792868,0.722
película,791847,0.722
campos,791835,0.722
igualmente,791785,0.722
ataque,791442,0.722
intentar,791292,0.722
explicar,790406,0.722
guardia,789560,0.722
constitucional,789420,0.722
rosa,789259,0.722
despacho,788051,0.722
malo,787879,0.723
dólares,787414,0.723
corriendo,787223,0.723
equilibrio,787213,0.723
cuarenta,787022,0.723
murió,786991,0.723
histórico,785793,0.723
penal,785264,0.723
encontramos,784985,0.723
duro,784360,0.723
nueve,784244,0.723
abuela,784230,0.723
alcance,783753,0.723
humanidad,782601,0.723
ritmo,782564,0.723
personales,782477,0.723
espiritual,782404,0.723
compromiso,781927,0.723
correspondiente,781763,0.724
impacto,780971,0.724
riesgos,780800,0.724
notas,780684,0.724
decidido,780377,0.724
quieren,780126,0.724
perfecto,779361,0.724
norma,779268,0.724
sacar,778693,0.724
suave,777997,0.724
cariño,777850,0.724
tratando,777186,0.724
sale,777176,0.724
conceptos,776614,0.724
árbol,775658,0.724
cine,774281,0.724
industria,773554,0.724
gastos,773158,0.724
ciencias,772749,0.724
profunda,772662,0.725
deseaba,772347,0.725
ocurrió,772137,0.725
europea,771731,0.725
cayó,770826,0.725
hubieran,770801,0.725
sociedades,769955,0.725
cena,769665,0.725
órdenes,769096,0.725
hayan,768627,0.725
suma,768566,0.725
transporte,767469,0.725
diagnóstico,767438,0.725
hambre,767079,0.725
recuerdos,765955,0.725
comprar,765047,0.725
bajó,764719,0.725
dulce,763625,0.725
entidades,763518,0.726
global,763271,0.726
oyó,763165,0.726
determinar,762720,0.726
biblioteca,760792,0.726
utiliza,760609,0.726
vuestra,760274,0.726
corto,759987,0.726
bosque,758656,0.726
incluye,758072,0.726
olor,757466,0.726
modelos,756880,0.726
democracia,755641,0.726
sirve,755509,0.726
siguiendo,754778,0.726
historias,753194,0.726
depende,753013,0.726
caballero,752136,0.726
temor,752105,0.726
león,751930,0.727
pregunté,751482,0.727
métodos,750891,0.727
habitantes,750540,0.727
determinado,750452,0.727
supo,748990,0.727
éstos,748930,0.727
barco,748487,0.727
virtud,747606,0.727
últimas,747371,0.727
áreas,747093,0.727
cabello,747002,0.727
dieron,746540,0.727
redes,746324,0.727
semejante,746322,0.727
recibido,745816,0.727
salido,745212,0.727
personajes,744544,0.727
agentes,743902,0.727
ejemplos,743736,0.728
descubrir,743303,0.728
web,742633,0.728
introducción,740712,0.728
cien,740103,0.728
chicos,740023,0.728
tía,739692,0.728
útil,739638,0.728
leche,739356,0.728
factor,737641,0.728
espacios,737319,0.728
lógica,737034,0.728
internacionales,736844,0.728
exposición,736544,0.728
presentes,734660,0.728
entidad,734542,0.728
crédito,734293,0.728
militares,733683,0.728
hago,732726,0.728
domingo,731833,0.728
menores,731242,0.729
resultaba,731119,0.729
fiscal,730985,0.729
venía,730742,0.729
explicación,730297,0.729
seguido,730261,0.729
borde,730139,0.729
cita,729882,0.729
tuvieron,729181,0.729
nacionales,728804,0.729
realización,728742,0.729
pedir,727626,0.729
fenómeno,727418,0.729
parecen,727135,0.729
aceite,726885,0.729
presentación,726538,0.729
observó,725570,0.729
abuelo,723366,0.729
presentan,723143,0.729
principalmente,723135,0.730
ministro,722974,0.730
gloria,722972,0.730
nariz,722827,0.730
quince,721717,0.730
verlo,721125,0.730
explica,720928,0.730
escala,720823,0.730
imperio,720017,0.730
escribió,719165,0.730
radio,719021,0.730
prácticamente,718098,0.730
cumplimiento,718052,0.730
procedimientos,717940,0.730
servir,716905,0.730
comercial,716605,0.730
individual,716024,0.730
culturales,715913,0.730
poesía,715723,0.730
entiendo,715706,0.730
poeta,715252,0.731
concreto,714666,0.731
muchacho,714432,0.731
habló,713739,0.731
fuertes,712335,0.731
universal,711691,0.731
aparte,711580,0.731
precios,711579,0.731
normalmente,711493,0.731
pasillo,710822,0.731
llorar,710603,0.731
obligación,710510,0.731
plantas,710255,0.731
escritura,710194,0.731
sentí,710064,0.731
hará,710062,0.731
adecuada,709955,0.731
espejo,709746,0.731
hablado,709726,0.731
tecnología,709670,0.731
viendo,709442,0.732
extraña,709255,0.732
castillo,709064,0.732
pobres,708647,0.732
señala,708557,0.732
intensidad,708364,0.732
estábamos,707802,0.732
doña,707673,0.732
conseguido,707671,0.732
dudas,707407,0.732
intelectual,706852,0.732
cambiado,706364,0.732
empieza,705661,0.732
construir,705541,0.732
guía,705361,0.732
detalle,704364,0.732
naciones,703556,0.732
querer,703315,0.732
ponerse,703302,0.732
saben,702856,0.732
podrán,702693,0.732
comprensión,702611,0.733
estará,701276,0.733
unidades,700997,0.733
personalidad,700316,0.733
herramientas,700223,0.733
ánimo,699848,0.733
distinto,699591,0.733
temperatura,698618,0.733
terminado,698216,0.733
instrumentos,697958,0.733
capaces,697269,0.733
permanente,697074,0.733
acaba,696396,0.733
Alemania,695269,0.733
federal,695205,0.733
formar,694975,0.733
bolsa,694890,0.733
privado,694632,0.733
habíamos,694383,0.733
dificultad,694125,0.733
compañero,694092,0.734
queremos,693443,0.734
soltó,692839,0.734
enemigos,692787,0.734
dominio,692662,0.734
personaje,692471,0.734
comienza,692459,0.734
resolver,692029,0.734
agente,691995,0.734
sal,691986,0.734
llamaba,691579,0.734
vos,691290,0.734
lluvia,690934,0.734
tendencia,689816,0.734
jurídico,689472,0.734
punta,688901,0.734
oficiales,687376,0.734
deseos,687293,0.734
síntomas,686727,0.734
comentó,686630,0.734
jugar,686483,0.734
costumbre,686263,0.735
respiración,686120,0.735
comprobar,684386,0.735
descripción,684304,0.735
archivo,684291,0.735
partidos,684237,0.735
voces,683798,0.735
letras,683038,0.735
estrategias,682452,0.735
contiene,681663,0.735
generalmente,681546,0.735
aparición,681495,0.735
nacimiento,681398,0.735
adecuado,681387,0.735
hiciera,680883,0.735
loco,680718,0.735
espada,680422,0.735
esencial,680013,0.735
siguen,679924,0.735
fundamentales,679458,0.735
firme,679151,0.735
fría,678681,0.736
haces,678530,0.736
amistad,678336,0.736
empleados,677855,0.736
aparecen,677480,0.736
actualidad,677454,0.736
realizado,677020,0.736
dioses,676528,0.736
debes,675766,0.736
haberse,675491,0.736
controlar,675463,0.736
relato,675403,0.736
regresar,675252,0.736
preocupación,675221,0.736
regreso,675077,0.736
terrible,674848,0.736
estómago,674277,0.736
provincia,674017,0.736
valle,674007,0.736
comunes,673623,0.736
asociación,673401,0.736
quedarse,672849,0.737
móvil,672657,0.737
luces,672330,0.737
cadena,671838,0.737
escapar,670638,0.737
explicó,670612,0.737
múltiples,670262,0.737
ideal,670117,0.737
partida,669509,0.737
continuar,669062,0.737
escenario,668364,0.737
polvo,668284,0.737
vivía,667998,0.737
identificar,667859,0.737
estudiar,666696,0.737
terminó,666620,0.737
dosis,665862,0.737
recurso,665825,0.737
elaboración,665560,0.737
vemos,665426,0.737
medicina,664818,0.737
llevan,664708,0.737
médicos,664565,0.738
emocional,664285,0.738
mezcla,664038,0.738
piedras,663809,0.738
abre,663664,0.738
copa,663091,0.738
errores,661588,0.738
mando,661378,0.738
conclusión,660957,0.738
contenidos,660312,0.738
concentración,659858,0.738
institución,659411,0.738
cogió,659222,0.738
modos,658606,0.738
obligaciones,658478,0.738
concepción,657917,0.738
rico,657670,0.738
convierte,656838,0.738
oración,656512,0.738
amplia,656378,0.738
entrevista,656295,0.738
curiosidad,655805,0.739
definitiva,655781,0.739
beneficio,655506,0.739
mostrar,655404,0.739
observa,655213,0.739
murmuró,654917,0.739
recordaba,654700,0.739
igualdad,654242,0.739
selección,654098,0.739
actuación,653379,0.739
as,653202,0.739
debían,652887,0.739
planeta,651812,0.739
recibió,651787,0.739
producir,651777,0.739
templo,651735,0.739
interna,651677,0.739
barrio,651460,0.739
satisfacción,651432,0.739
emoción,650953,0.739
quedar,650825,0.739
podríamos,650291,0.739
órganos,649900,0.740
permiten,649292,0.740
viva,649095,0.740
caliente,648697,0.740
lector,648386,0.740
doctrina,647948,0.740
jurídica,647775,0.740
claridad,646632,0.740
recordó,646503,0.740
aliento,645771,0.740
equipos,645189,0.740
junta,645184,0.740
china,645153,0.740
posteriormente,645083,0.740
labor,644347,0.740
garganta,644287,0.740
amo,643640,0.740
carretera,643592,0.740
trabajando,643500,0.740
comienzo,643380,0.740
amplio,643085,0.740
trato,643058,0.740
establecido,642779,0.741
infancia,642334,0.741
camisa,641891,0.741
campaña,641891,0.741
convertirse,641845,0.741
tengan,641256,0.741
instrumento,640812,0.741
odio,640731,0.741
caballos,639603,0.741
profundamente,639344,0.741
conflictos,638455,0.741
nacido,638417,0.741
negros,637310,0.741
hierro,637294,0.741
ayer,637180,0.741
acabar,636412,0.741
cuáles,635972,0.741
compartir,635750,0.741
estructuras,635588,0.741
competencias,635226,0.741
rodillas,635153,0.741
números,634117,0.741
hermosa,634095,0.741
económicos,634059,0.742
delito,633832,0.742
quedan,633736,0.742
sujetos,633174,0.742
responde,633142,0.742
víctimas,632594,0.742
caminar,631721,0.742
tomando,631542,0.742
Inglaterra,630083,0.742
altos,629574,0.742
transformación,629518,0.742
consigo,629473,0.742
círculo,628919,0.742
agradable,628679,0.742
señaló,628639,0.742
impuesto,628286,0.742
especiales,628089,0.742
sentirse,627898,0.742
antiguos,627829,0.742
signos,627582,0.742
convirtió,626636,0.742
esfuerzos,626395,0.742
conde,625826,0.743
ganar,625128,0.743
humor,625079,0.743
playa,624661,0.743
techo,624402,0.743
presentar,624167,0.743
investigaciones,623824,0.743
temporal,623277,0.743
dices,622928,0.743
poca,622688,0.743
regla,622676,0.743
tristeza,622645,0.743
disponible,622064,0.743
judíos,622021,0.743
vecinos,620073,0.743
pecado,619829,0.743
subir,619068,0.743
tradicional,619047,0.743
víctima,618987,0.743
cubierta,618645,0.743
chicas,617725,0.743
periódico,617623,0.743
duración,616916,0.743
hoja,616418,0.744
estrellas,616209,0.744
directo,615603,0.744
mecanismos,615424,0.744
reducción,614643,0.744
hacerle,614599,0.744
estén,614176,0.744
arma,613998,0.744
acontecimientos,613905,0.744
actualmente,613007,0.744
opciones,612842,0.744
contó,612198,0.744
quiera,611339,0.744
reducir,611263,0.744
puesta,609819,0.744
